CityState,city,state,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,lat,lng
"GAINESVILLE, GA",GAINESVILLE,GA,123965,100957,10374,232,2258,39696,1856,17012,4434,4343,10396,4380,1634,747,25921,59485,4602,994,465,33.675,32.55,34.6,46655.0,22012.0,849.25,148000.0,34.2963775,-83.843716
"LONGMONT, CO",LONGMONT,CO,123766,108343,1307,1277,3084,27704,882,13616,2455,5780,21007,8959,1219,2050,14961,66721,4739,5210,1534,38.03333333,37.23333333,38.86666667,70425.0,34160.0,1076.333333,284666.6667,40.16574633,-105.1145473
"BERKELEY, CA",BERKELEY,CA,123755,78282,9048,599,23897,13748,595,4845,791,3321,25577,17885,5269,7247,21983,67722,5401,6856,3501,36.35555556,35.43333333,37.18888889,82244.25,45935.11111,1536.75,764537.5,37.87550222,-122.2697047
"BROKEN ARROW, OK",BROKEN ARROW,OK,123695,96925,4901,4718,4097,8535,478,18639,2934,8226,18038,5315,1212,442,9200,66824,3560,3171,677,37.5,36.43333333,38.46666667,68842.0,30830.33333,989.3333333,158066.6667,36.029618,-95.76524267
"BETHLEHEM, PA",BETHLEHEM,PA,123188,101068,7167,302,3592,24904,803,22801,3215,6559,14992,7525,1519,1373,14615,62663,4078,2237,848,39.85,38.125,41.5,59206.0,30053.75,998.0,197100.0,40.6355858,-75.374087
"TOMS RIVER, NJ",TOMS RIVER,NJ,122901,110183,4161,123,4547,10702,793,32146,3730,6493,15642,5508,1465,471,8388,58290,5143,1612,369,50.46666667,47.8,52.53333333,60359.66667,33418.66667,1283.0,236000.0,39.97665367,-74.21108967
"MURRIETA, CA",MURRIETA,CA,122375,82443,9265,827,10395,32617,819,14838,2030,7049,14484,5412,1325,1015,9358,58228,6738,2408,522,34.2,32.6,35.35,78367.0,29016.5,1614.0,321650.0,33.5638145,-117.2457
"ROCHESTER, MN",ROCHESTER,MN,121737,101242,7482,310,8502,6312,907,14256,2048,8855,20246,8692,4542,2600,11517,68320,2984,4355,1767,37.825,36.925,38.875,69713.75,37388.0,812.0,188300.0,44.031354,-92.4696666
"VALLEJO, CA",VALLEJO,CA,121734,52706,25374,784,28795,30285,1463,18824,2245,7896,15299,3085,1151,784,22194,62555,9056,1733,726,37.4,38.175,36.625,68658.5,28569.25,1526.5,253350.0,38.12579575,-122.2368568
"PANAMA CITY, FL",PANAMA CITY,FL,121653,95910,16113,891,3034,7084,835,20917,5312,8853,11319,4528,1096,422,19834,60542,5488,1806,444,37.36666667,35.95,38.66666667,47128.16667,24474.0,927.3333333,152840.0,30.1830565,-85.62911833
"NORMAN, OK",NORMAN,OK,121560,97479,5325,4230,5464,8710,385,12253,3031,5059,16015,8370,1751,3227,19791,64508,3219,2822,1106,33.475,32.05,35.05,55793.75,30359.25,781.5,160175.0,35.2291762,-97.4188996
"SUMMERVILLE, SC",SUMMERVILLE,SC,121549,90336,23910,689,1758,6317,645,18439,4093,8628,12711,6410,808,598,15284,62494,5288,2493,863,35.7,34.9,36.5,56834.0,25978.5,989.5,168600.0,33.002851,-80.186414
"TEMECULA, CA",TEMECULA,CA,121380,89840,4290,1706,11358,29755,733,13871,1855,7761,15404,6058,1152,1173,8580,58774,5176,2318,359,38.0,36.06666667,39.36666667,72711.66667,32079.66667,1340.333333,490166.6667,33.509772,-117.1244377
"ATHENS, GA",ATHENS,GA,120952,79691,31036,229,5350,12845,919,11318,2508,3693,12983,7695,1725,3606,40658,59334,5388,1781,1079,25.31666667,24.6,26.05,34224.25,13672.66667,769.0,143325.0,33.95898733,-83.38300483
"BELLINGHAM, WA",BELLINGHAM,WA,120665,101904,1110,3942,5633,9446,699,11979,2890,8378,19138,6835,1746,1710,22042,65901,5603,2426,905,35.63333333,34.6,36.9,51086.0,28297.33333,948.6666667,289533.3333,48.74855767,-122.4535057
"FALLS CHURCH, VA",FALLS CHURCH,VA,120540,73282,8810,268,19822,30806,2349,12262,1145,3567,22610,15208,4168,2774,10837,71236,3871,5507,2508,36.72,35.9,37.86,96096.6,46689.2,1547.4,516400.0,38.8727162,-77.1739648
"SANTA CLARA, CA",SANTA CLARA,CA,120394,55085,4464,580,47946,22451,992,10949,1083,5265,23997,16387,1955,2320,9849,66568,4164,12114,3268,30.625,30.425,30.9,100442.6667,34441.75,1840.0,664500.0,37.36050275,-121.9597238
"ELGIN, IL",ELGIN,IL,120366,79842,7645,577,7410,51107,1665,16199,3004,5081,12839,5199,750,590,15312,63336,5274,1568,479,35.13333333,34.4,36.06666667,67621.0,28289.0,1299.333333,197766.6667,42.03176833,-88.31679267
"WEST JORDAN, UT",WEST JORDAN,UT,120251,103798,1694,1079,3577,21742,531,16143,2659,7593,12010,3811,482,299,10720,63787,3862,3284,736,30.86666667,30.36666667,31.43333333,69164.0,23681.0,1068.333333,220033.3333,40.60694833,-111.987696
"HIGH POINT, NC",HIGH POINT,NC,119378,71298,33527,619,8141,10253,1803,17675,3210,6419,14281,4230,970,610,24614,59992,6936,1537,593,36.95,34.725,38.5,39562.25,21232.25,733.0,128925.0,35.9603565,-79.999321
"SAINT AUGUSTINE, FL",SAINT AUGUSTINE,FL,118453,106124,6495,305,2290,6869,518,17492,3564,6830,20337,6643,1867,1342,13394,58014,3923,1996,781,43.62,42.68,45.12,60729.4,32687.0,1162.8,202920.0,29.893212,-81.3723036
"STONE MOUNTAIN, GA",STONE MOUNTAIN,GA,118415,20413,91112,263,3246,4604,985,16122,2469,7224,15952,6091,1077,1294,24655,63130,10054,1884,999,36.83333333,33.23333333,39.76666667,50125.33333,22765.66667,1052.0,116566.6667,33.786445,-84.16909167
"SPRING HILL, FL",SPRING HILL,FL,118386,106838,5309,245,1462,15287,953,27760,4875,10137,8955,3198,403,501,18577,46070,6363,835,264,48.92,48.42,49.14,41926.6,22330.8,867.8,125260.0,28.4573924,-82.560106
"CHARLOTTESVILLE, VA",CHARLOTTESVILLE,VA,118232,89722,15895,296,7100,7155,782,11538,1978,3968,19185,11851,4762,4557,17912,59727,2237,3585,1671,32.68,31.54,33.94,61581.5,29818.4,1091.8,306725.0,38.026783,-78.5208202
"APPLETON, WI",APPLETON,WI,118196,103564,2045,657,6557,6204,1164,21174,1790,8475,18130,5839,1357,716,11550,65721,2294,2673,710,37.4,36.875,37.825,59858.0,30027.25,714.5,167050.0,44.28542975,-88.3972275
"TUSCALOOSA, AL",TUSCALOOSA,AL,117763,63947,48998,188,2578,4289,658,14977,2635,3930,12941,6011,1339,1588,25832,54194,4485,1067,644,30.825,29.4,31.95,48207.75,25169.25,853.5,180125.0,33.21121725,-87.526951
"LA PUENTE, CA",LA PUENTE,CA,117371,57495,1578,764,10694,98890,4722,20432,1602,4024,5119,1272,299,84,16667,56378,6178,691,147,33.4,32.6,34.45,59409.5,16760.5,1272.5,320950.0,34.0379155,-117.960918
"DULUTH, MN",DULUTH,MN,117077,107492,2724,1732,1595,2074,398,17322,3014,7413,16312,5892,1657,1129,19255,63994,4100,1961,621,39.06363636,37.84545455,40.08,46406.1,25382.09091,750.3,163230.0,46.81345873,-92.13162582
"RICHMOND, TX",RICHMOND,TX,116824,73790,21313,251,13881,34107,1707,11623,2693,5485,19282,7765,1167,789,8439,59308,2704,3790,856,34.83333333,34.83333333,34.93333333,90400.0,34450.66667,1176.333333,193100.0,29.59959067,-95.72760033
"BOTHELL, WA",BOTHELL,WA,116811,86099,2030,797,18626,8840,605,11317,1677,7426,25262,9690,1526,1517,7816,64832,3523,7407,1859,37.6,37.0,38.16666667,88714.66667,39790.33333,1425.666667,360833.3333,47.79575,-122.2030327
"CHARLESTON, WV",CHARLESTON,WV,116734,101885,6374,178,1758,1469,575,24090,4243,5041,14360,6788,2969,1061,18499,57515,3802,2409,516,42.66666667,40.70833333,44.64166667,45976.08333,29091.91667,686.8333333,118675.0,38.35946908,-81.62949746
"NEW PORT RICHEY, FL",NEW PORT RICHEY,FL,116593,108589,2756,326,2104,10909,1110,25656,4273,9822,11412,4716,880,430,16786,48823,4353,1489,501,46.725,45.025,48.375,42082.5,24083.5,885.5,113775.0,28.24494375,-82.66849075
"VISTA, CA",VISTA,CA,115846,93890,3712,531,5437,52128,1369,17564,1683,11143,10576,2910,1006,701,19806,56247,3600,2038,538,34.5,33.83333333,35.3,51941.66667,23083.33333,1279.666667,377200.0,33.19404967,-117.2303597
"PROVO, UT",PROVO,UT,115828,102237,715,511,3029,19980,511,6030,652,4178,13082,4162,781,1412,30872,63564,4016,3686,623,23.83333333,24.26666667,23.26666667,41659.33333,17196.0,754.3333333,206733.3333,40.253223,-111.6332497
"LEWISVILLE, TX",LEWISVILLE,TX,115727,87054,11002,293,8606,30925,861,14363,2082,6032,19331,6110,767,725,10985,66849,3284,3533,843,34.96666667,34.33333333,35.63333333,68679.0,30560.33333,1048.0,156333.3333,33.048483,-97.01190233
"CLOVIS, CA",CLOVIS,CA,115575,84002,2840,1371,11901,29896,1098,13184,1798,7861,14827,5026,2242,925,14957,56423,5474,1482,645,35.8,35.46666667,36.4,74075.0,31154.33333,1328.666667,256066.6667,36.85257767,-119.6614223
"FARGO, ND",FARGO,ND,115518,102337,4199,1505,3698,3318,566,11875,2377,9781,18267,5091,1620,1621,16306,70797,2665,3156,1130,28.1,27.675,28.65,49851.33333,24664.75,715.0,177133.3333,46.867963,-96.826076
"MIAMI BEACH, FL",MIAMI BEACH,FL,114907,90375,4918,576,2035,59994,1104,15724,1402,7888,22422,10265,4704,2515,18688,64982,3315,1356,415,43.02,44.92,42.9,91689.4,77655.8,1314.75,407275.0,25.818286,-80.1395068
"VENTURA, CA",VENTURA,CA,114868,95681,1919,889,4255,39707,1030,13835,2005,7890,15800,6682,2141,908,13678,59079,5161,2603,707,39.0,37.4,40.36666667,67041.66667,31924.0,1417.333333,429933.3333,34.19989567,-119.3965323
"MANCHESTER, NH",MANCHESTER,NH,114408,99184,5763,183,5053,9818,1096,20978,3913,7088,14457,5347,794,716,16201,65093,4416,2823,763,38.4,37.86,39.0,52815.0,30368.6,978.2,211900.0,42.9849516,-71.4487706
"SPARKS, NV",SPARKS,NV,113915,90418,3008,2427,5661,29660,948,17959,3078,6636,11566,4518,705,399,13905,60422,6249,1667,465,38.6,37.575,39.525,62000.25,27414.75,1143.5,199850.0,39.590562,-119.6910978
"GREENVILLE, NC",GREENVILLE,NC,113769,64009,41479,358,2259,6646,622,12940,2373,6352,12429,5012,1349,1208,32385,60784,7796,1472,588,28.1,27.3,28.7,38347.5,22753.0,740.0,131800.0,35.594523,-77.3315375
"NORCROSS, GA",NORCROSS,GA,113695,49176,28755,382,11473,43396,1680,14346,1984,5217,13508,5182,794,748,27851,61227,5378,2117,697,31.53333333,30.76666667,32.2,46290.0,23199.66667,914.3333333,174633.3333,33.94052467,-84.20535633
"DULUTH, GA",DULUTH,GA,113493,50796,23758,532,28925,17056,629,12868,1629,7069,21446,9451,1776,1693,14025,61193,5412,4325,1659,36.7,36.55,36.8,73278.5,34257.5,1157.5,262450.0,34.000217,-84.145509
"DOWNEY, CA",DOWNEY,CA,113407,74158,4291,271,7627,82814,2166,16359,1741,5860,11090,3327,691,391,12837,57909,4720,1272,336,34.93333333,33.93333333,35.56666667,64316.0,23948.0,1270.333333,429666.6667,33.93932233,-118.1293187
"KENOSHA, WI",KENOSHA,WI,113237,95142,11582,448,1596,18337,641,20149,3255,7689,11819,4321,685,540,20534,59036,6240,1985,662,34.9,33.8,36.175,50626.0,24028.5,836.75,146275.0,42.5810465,-87.8903865
"COSTA MESA, CA",COSTA MESA,CA,113132,75672,1803,372,10188,40136,1305,11229,1457,6875,20479,6246,1535,809,16158,67571,5205,2537,867,33.9,33.45,34.6,68627.0,34149.5,1585.5,606050.0,33.663677,-117.914146
"DALY CITY, CA",DALY CITY,CA,112949,25784,3312,478,64807,26402,2362,15568,1758,7352,22073,3550,1087,414,10917,65870,5302,2648,861,38.55,36.95,40.3,75176.0,28502.0,1617.0,575850.0,37.686074,-122.464015
"TRACY, CA",TRACY,CA,112932,65066,7648,479,18679,39362,1711,15062,2957,6333,11810,3254,1037,591,8834,55437,6447,2532,804,34.325,33.6,34.825,86779.75,27015.0,1649.75,350825.0,37.712614,-121.4916698
"CORONA, NY",CORONA,NY,112709,46673,14722,900,12026,83340,3728,20288,2104,3965,5449,1795,554,67,26515,57642,3403,428,122,31.5,30.6,32.5,45004.0,15834.0,1423.0,465300.0,40.751718,-73.851822
"REDDING, CA",REDDING,CA,112345,95704,1459,2663,4170,9749,670,16298,2526,9313,11436,3970,1692,682,19226,50358,4883,1268,452,40.425,33.475,42.3,45650.66667,20085.75,944.0,211725.0,40.91335225,-122.5829438
"BEND, OR",BEND,OR,112196,104290,423,444,1732,7976,274,13084,2236,7633,19472,7522,2435,957,13908,58339,4295,1919,799,42.66666667,40.86666667,43.86666667,53441.0,31676.66667,954.6666667,257300.0,43.979729,-121.3107587
"COLLEGE STATION, TX",COLLEGE STATION,TX,112074,89674,7634,244,9757,16374,333,5183,1159,2518,12838,7138,1315,4035,32506,57655,3543,3129,1108,25.9,25.15,26.75,45896.0,23598.0,985.5,180150.0,30.585239,-96.2992835
"BAYTOWN, TX",BAYTOWN,TX,111897,78254,18861,556,1915,45028,1453,15147,2596,5883,7695,2484,400,328,18509,52059,5693,1742,303,32.9,33.0,33.13333333,63103.0,26504.66667,870.0,124533.3333,29.77508633,-94.94118833
"DELRAY BEACH, FL",DELRAY BEACH,FL,111631,84061,21182,116,1906,10244,1337,21642,1889,6537,19773,8960,2929,1263,15883,48519,5004,1507,601,56.44,55.2,57.52,48417.0,42485.2,1199.0,189300.0,26.4563148,-80.113664
"PERRIS, CA",PERRIS,CA,111104,46609,10946,1085,3278,78791,2403,15662,1433,3674,3697,1016,251,289,29474,48453,8441,297,108,28.15,27.2,28.9,47541.0,14591.5,1228.0,184000.0,33.807844,-117.2641665
"CARLSBAD, CA",CARLSBAD,CA,110807,93645,1352,398,8606,16471,222,8034,1035,8014,24459,11715,3542,2514,10068,56091,3964,3938,1274,41.425,40.275,42.575,92458.0,44688.0,1841.25,630850.0,33.1272115,-117.283852
"CONCORD, NC",CONCORD,NC,110470,82287,17658,290,3022,13480,865,17558,2488,7005,14257,4327,831,616,13364,57553,5176,1876,727,36.95,34.9,38.55,55914.0,26368.0,823.5,162150.0,35.394834,-80.604712
"ROCK HILL, SC",ROCK HILL,SC,110440,71204,31673,973,1849,5340,674,17391,2918,7329,13186,5193,696,681,16836,58522,5636,1654,707,30.76666667,29.7,31.73333333,45750.5,17717.33333,810.0,141050.0,34.93354667,-81.04369767
"REDWOOD CITY, CA",REDWOOD CITY,CA,110166,75293,2144,403,12175,42067,1558,11630,1202,4903,18065,8971,3144,2712,11429,60441,3439,3972,1425,38.575,38.025,39.175,103326.5,54251.0,1862.75,882100.0,37.47556025,-122.2437995
"WEST COVINA, CA",WEST COVINA,CA,109876,41940,4786,678,29758,59504,2120,16254,1787,6404,14787,3609,810,337,11078,57195,6800,1739,569,37.1,35.63333333,38.8,69635.0,25331.33333,1380.0,408000.0,34.05038967,-117.9105337
"WATERBURY, CT",WATERBURY,CT,109577,68525,22105,173,2442,38687,1266,22113,3581,5625,6671,3230,566,215,27096,52849,7206,925,214,35.7,33.98333333,36.93333333,34880.0,18582.33333,832.3333333,128433.3333,41.55741417,-73.03559483
"SPARTANBURG, SC",SPARTANBURG,SC,109555,66192,36733,315,2666,8105,909,16481,3522,6316,11100,4701,1321,927,22766,52690,5517,1156,436,37.56,36.46,38.4,38041.0,22342.4,685.8,116720.0,34.93789,-81.9135512
"LOWELL, MA",LOWELL,MA,109407,63190,7839,367,23480,19805,3234,20451,2928,5092,9613,4683,645,525,20776,58835,6527,2403,883,32.75,32.0,33.65,47286.75,22386.75,1017.5,228400.0,42.6413125,-71.32072325
"FLORISSANT, MO",FLORISSANT,MO,109372,51927,50917,42,1589,1723,444,17557,2706,7696,12912,5842,629,693,9963,57704,5171,1794,876,40.86666667,38.63333333,42.66666667,60950.0,28330.33333,1134.0,125000.0,38.82016567,-90.30562
"BOWLING GREEN, KY",BOWLING GREEN,KY,109134,88521,10819,354,3582,5507,990,16064,4228,4574,11052,5187,1100,936,20110,56194,4562,1434,278,39.9,32.93333333,35.46666667,39993.0,23131.5,719.0,151833.3333,36.971087,-86.40338775
"CHICO, CA",CHICO,CA,108913,91800,1753,928,3921,18141,789,9484,1280,6806,15881,5194,1638,1120,24650,56197,5774,1969,637,31.63333333,30.6,32.53333333,46620.33333,26745.0,921.6666667,281166.6667,39.77432067,-121.8433
"NAMPA, ID",NAMPA,ID,108910,97979,559,919,951,22979,1286,15272,4902,5444,8768,2775,321,466,21713,50084,4357,1374,332,32.2,31.6,32.7,42648.0,17931.0,802.6666667,122700.0,43.56331233,-116.5857257
"FAIRFIELD, CA",FAIRFIELD,CA,108740,51514,15072,573,17860,31810,1276,14648,2247,6643,12609,3062,1056,755,13820,54886,5915,1527,646,37.25,35.9,38.45,74341.5,31079.0,1472.0,296250.0,38.262792,-122.0711205
"AUBURN, WA",AUBURN,WA,108391,76189,4565,2979,10666,14070,716,17463,3777,7954,11731,3613,632,462,14835,54838,4520,2111,643,36.93333333,35.93333333,37.96666667,63592.33333,28148.66667,1170.0,237466.6667,47.30199233,-122.1979807
"VERO BEACH, FL",VERO BEACH,FL,108337,92955,11177,207,1502,9596,856,19895,3878,8051,14722,6498,2089,1084,14585,45483,5113,1035,549,52.08333333,50.66666667,53.4,53672.66667,38095.5,933.8333333,199466.6667,27.655137,-80.468874
"SAN ANGELO, TX",SAN ANGELO,TX,108205,93220,4698,407,1300,42006,1504,16633,4492,5208,10113,3559,845,663,15856,53203,2496,806,354,34.35,32.625,35.7,47737.5,24909.75,826.0,107525.0,31.4692385,-100.4284707
"SAN LEANDRO, CA",SAN LEANDRO,CA,108192,45491,14612,1283,31662,32499,2368,18378,1654,5885,14133,4271,1021,619,13275,58091,5206,2183,994,39.4,38.2,41.06666667,61134.33333,27808.0,1313.333333,384766.6667,37.70196767,-122.1500337
"WEST CHESTER, PA",WEST CHESTER,PA,108183,95936,4755,176,4910,4899,347,12417,1063,4278,24076,11675,2211,2173,8550,59587,3458,3357,1153,32.73333333,31.2,34.1,86775.5,30669.33333,1285.0,374500.0,39.95548167,-75.605983
"CAMBRIDGE, MA",CAMBRIDGE,MA,108048,73204,11476,179,16166,8681,664,5863,1011,1561,20965,19324,4963,9385,12788,66473,3290,8278,4638,30.9,30.6,31.32,82622.8,52912.4,1839.6,647820.0,42.3733102,-71.107411
"LEHIGH ACRES, FL",LEHIGH ACRES,FL,108033,71252,23327,383,1490,39277,1467,20117,3519,5804,6240,1943,418,282,23771,49993,6359,677,144,33.48333333,32.83333333,34.08333333,40266.33333,15702.5,894.5,101983.3333,26.612353,-81.655028
"BURBANK, CA",BURBANK,CA,107880,78293,2324,350,12459,28467,1540,12756,1435,7274,20973,6277,1600,966,11805,60326,5175,2489,879,38.44,37.66,39.16,63735.0,33110.6,1389.8,543520.0,34.1858752,-118.31874
"LAUREL, MD",LAUREL,MD,107747,39907,46822,320,10891,13701,892,14114,1532,4696,17275,10731,1492,1825,6795,64468,3888,4774,2128,35.45,35.45,35.4,85574.75,38585.75,1524.25,304400.0,39.098797,-76.84441125
"GREELEY, CO",GREELEY,CO,107601,87960,2275,993,1229,39095,1011,13281,3172,5335,10328,3993,653,789,19483,52922,4715,1183,362,31.45,31.15,31.8,49026.0,22875.5,821.0,163550.0,40.4230915,-104.7329945
"ANTIOCH, CA",ANTIOCH,CA,107501,52040,19985,1175,10762,36218,1132,16896,2276,6060,10137,2615,624,417,16453,52488,6298,1341,483,34.95,32.65,37.35,71288.0,25755.0,1607.5,266950.0,37.981133,-121.7940595
"PALM BAY, FL",PALM BAY,FL,107174,79540,19394,869,1836,15932,1086,21528,3717,8191,9052,3519,520,354,18577,49453,5623,1883,369,40.0,38.75,41.95,43452.75,20189.25,988.5,101975.0,27.981943,-80.6562105
"SANDY, UT",SANDY,UT,107057,96826,715,240,3091,7632,305,12173,1489,6676,17516,6581,1664,914,7088,56511,2706,3135,494,35.725,35.35,36.25,81555.25,32565.0,1324.0,281750.0,40.57447525,-111.8214948
"DOUGLASVILLE, GA",DOUGLASVILLE,GA,106849,57574,42729,110,1877,8050,682,16936,3387,5127,10622,4485,1245,397,17261,53244,5424,1341,571,35.35,33.55,36.75,54176.0,23041.5,956.0,125000.0,33.724019,-84.757836
"NORWALK, CA",NORWALK,CA,106659,57772,4872,823,14085,74384,2572,16407,1731,5293,7533,2189,383,185,15007,51414,4758,1114,288,34.0,32.2,35.8,59756.0,19376.0,1349.0,331400.0,33.906956,-118.08264
"KELLER, TX",KELLER,TX,106633,86284,6108,282,6333,14321,324,8074,1400,4826,21581,7859,1066,731,3365,55343,1950,3642,852,35.2,34.05,36.3,104013.0,38908.0,1305.0,230700.0,32.926021,-97.25453
"ENGLEWOOD, CO",ENGLEWOOD,CO,106425,88457,2596,459,6335,13600,182,8930,1938,4742,23766,10979,3000,1348,10327,59954,3474,4170,1597,37.825,36.575,38.975,70589.5,44898.25,1137.0,328525.0,39.620078,-104.9280655
"RICHARDSON, TX",RICHARDSON,TX,106180,71170,9246,337,16710,19017,723,9756,1104,4387,23337,10896,1602,1498,11091,58498,3432,5370,1266,37.9,36.2,39.53333333,82006.66667,38308.66667,1161.0,210166.6667,32.97217933,-96.704954
"RIALTO, CA",RIALTO,CA,106037,67678,13718,674,2412,76897,1543,15177,1972,3834,4478,1189,311,180,20704,49471,7826,510,191,30.35,29.9,30.95,60908.5,19625.5,1410.5,226900.0,34.134684,-117.391686
"LONGVIEW, TX",LONGVIEW,TX,105849,77956,21799,580,1144,19184,831,15811,3322,5593,10057,3045,866,626,17552,51170,3089,1190,358,37.34,35.24,38.88,44794.2,25006.6,750.8,122320.0,32.490523,-94.7302432
"IDAHO FALLS, ID",IDAHO FALLS,ID,104848,94396,489,460,888,13150,671,14120,3251,6743,12161,3670,676,865,13852,48863,2723,2827,476,32.875,32.55,33.225,52753.0,25212.25,739.75,156725.0,43.485787,-111.9688928
"GASTONIA, NC",GASTONIA,NC,104671,70782,23119,492,1447,8789,978,16027,4376,5995,9651,2846,716,260,20664,50801,5903,988,223,37.56666667,35.46666667,39.4,42390.0,21251.66667,762.0,123633.3333,35.23149033,-81.16910167
"DAVENPORT, IA",DAVENPORT,IA,104495,85888,11358,314,2162,8462,689,17911,3224,7741,12314,4691,992,486,16874,53353,3120,1630,479,35.45,34.93333333,36.51666667,42994.66667,25032.33333,681.0,135160.0,41.547888,-90.59866917
"LARGO, FL",LARGO,FL,104444,90999,5773,452,2432,9573,803,23186,4411,7378,12326,3978,1053,303,15706,51302,4860,1798,573,48.0,46.2,49.68,42809.0,27059.8,942.0,119380.0,27.8953402,-82.789039
"SPRINGFIELD, VA",SPRINGFIELD,VA,104105,66083,10762,239,19277,17009,903,11305,904,5208,19695,13262,2035,1412,4673,58204,2774,4431,1582,39.175,37.825,41.1,110821.0,43419.75,2013.75,429525.0,38.7741045,-77.215499
"ALLEN, TX",ALLEN,TX,103915,76418,8358,571,13581,11629,438,6887,1379,4690,22392,9288,1683,1122,6078,56049,3009,5313,1298,36.35,36.15,36.55,112595.5,44394.0,1288.0,260650.0,33.1020905,-96.651282
"GRAND JUNCTION, CO",GRAND JUNCTION,CO,103669,95681,837,782,805,13755,480,15949,3407,6308,13295,4267,903,980,15953,51864,4362,1241,435,41.15,38.5,43.03333333,51584.66667,29005.33333,964.5,217950.0,39.09506133,-108.5315612
"YPSILANTI, MI",YPSILANTI,MI,103515,60949,30033,185,4440,5774,548,10596,2597,5323,13561,6344,1105,1380,19401,56990,5712,3065,847,32.3,31.3,33.2,45121.5,25409.0,818.0,124550.0,42.2345545,-83.613162
"JACKSON, MI",JACKSON,MI,103346,85279,13042,527,920,3949,538,19912,5175,6532,9136,3067,696,373,19313,45102,4712,1333,378,37.96666667,36.53333333,39.66666667,40529.33333,21156.66667,722.3333333,93700.0,42.22678667,-84.36822667
"BELL GARDENS, CA",BELL GARDENS,CA,102946,77115,987,368,833,97450,3059,11744,1071,2502,2701,543,101,29,29406,47170,5730,332,51,28.2,27.9,28.5,37254.0,11822.0,1090.0,293100.0,33.970343,-118.171368
"MADERA, CA",MADERA,CA,102814,84221,2801,947,2648,72361,3748,12392,1382,4493,5031,1308,406,161,24751,42093,2731,596,122,32.76666667,33.5,31.93333333,52035.33333,20100.0,1079.666667,193333.3333,36.98213267,-120.03118
"VACAVILLE, CA",VACAVILLE,CA,102735,68437,9529,557,6447,23154,684,14482,2508,7201,10580,3642,1216,287,9688,50757,4896,972,626,38.05,36.6,39.2,77644.0,32152.5,1358.5,322150.0,38.370852,-121.971463
"PACOIMA, CA",PACOIMA,CA,102266,67286,3375,818,5267,88608,4137,15263,1182,2709,4556,1029,320,72,21052,50707,6603,686,165,31.5,31.4,31.7,51986.0,15102.0,1299.0,311000.0,34.255442,-118.421314
